"Species","TaxID"
"Eriogonum annuum","1214293"
"Eriogonum brevicaule","1214447"
"Eriogonum caespitosum","1214296"
"Eriogonum cernuum","429196"
"Eriogonum corymbosum","429200"
"Eriogonum effusum","627171"
"Eriogonum flavum","63101"
"Eriogonum fusiforme","429207"
"Eriogonum gordonii","1214460"
"Eriogonum heracleoides","1214308"
"Eriogonum jamesii","429212"
"Eriogonum microthecum","627175"
"Eriogonum ovalifolium","1214436"
"Eriogonum pauciflorum","1214320"
"Eriogonum umbellatum","684366"
"Eriophorum angustifolium","100292"
"Eriophorum callitrix","669688"
"Eriophorum chamissonis","100291"
"Eriophorum gracile","388570"
"Eriophorum scheuchzeri","395292"
"Eriophorum viridicarinatum","46327"
"Eriophyllum lanatum","149425"
"Eritrichium nanum","184082"
"Eruca vesicaria","180536"
"Erucastrum gallicum","180538"
"Erysimum asperum","115931"
"Erysimum capitatum","220481"
"Erysimum cheiranthoides","330168"
"Erysimum inconspicuum","910636"
"Erysimum repandum","369001"
"Erythronium grandiflorum","202130"
"Escobaria missouriensis","1417314"
"Escobaria vivipara","867043"
"Eucephalus elegans","2720231"
"Eucephalus engelmannii","1981221"
"Euclidium syriacum","345537"
"Euphorbia agraria","756611"
"Euphorbia brachycera","1333893"
"Euphorbia davidii","1532839"
"Euphorbia esula","3993"
"Euphorbia exstipulata","212890"
"Euphorbia hexagona","1194369"
"Eurybia conspicua","481916"
"Eurybia glauca","300129"
"Eurybia integrifolia","481919"
"Eurybia merita","481922"
"Eustoma exaltatum","84884"
"Euthamia graminifolia","72935"
"Euthamia occidentalis","199512"
"Evolvulus nuttallianus","197389"
"Falcaria vulgaris","52469"
"Festuca baffinensis","368352"
"Festuca brachyphylla","395293"
"Festuca calligera","464040"
"Festuca hallii","1234500"
"Festuca idahoensis","98748"
"Festuca minutiflora","2071926"
"Festuca occidentalis","368771"
"Festuca saximontana","464078"
"Festuca subulata","649506"
"Festuca thurberi","464082"
"Festuca valesiaca","98753"
"Festuca viviparoidea","464086"
"Floerkea proserpinacoides","13531"
"Fragaria vesca","57918"
"Frangula alnus","106677"
"Frasera speciosa","50758"
"Fraxinus anomala","56041"
"Fritillaria atropurpurea","1532378"
"Fritillaria pudica","279675"
"Gaillardia aristata","55624"
"Galeopsis ladanum","1030043"
"Galium bifolium","715663"
"Galium boreale","35896"
"Galium coloradoense","715669"
"Galium trifidum","669698"
"Galium verum","462873"
"Gaultheria humifusa","672081"
"Gayophytum diffusum","690526"
"Gayophytum humile","33150"
"Gayophytum racemosum","2071470"
"Gayophytum ramosissimum","2071471"
"Gentiana affinis","50746"
"Gentiana algida","50748"
"Gentiana calycosa","1892644"
"Gentiana fremontii","866901"
"Gentiana parryi","50766"
"Gentiana prostrata","49951"
"Gentianella amarella","137095"
"Gentianella propinqua","137116"
"Gentianella tenella","49963"
"Gentianopsis thermalis","866906"
"Geranium bicknellii","379936"
"Geranium caespitosum","1368246"
"Geranium richardsonii","54668"
"Geranium viscosissimum","1981226"
"Geum macrophyllum","32229"
"Geum rivale","148897"
"Geum rossii","148884"
"Geum triflorum","148890"
"Gilia ophthalmoides","1570935"
"Gilia tweedyi","1570931"
"Glaux maritima","110753"
"Glossopetalon spinescens","123419"
"Glyceria borealis","37676"
"Glyceria grandis","79847"
"Glycyrrhiza lepidota","47080"
"Gnaphalium palustre","1754128"
"Goodyera oblongifolia","798534"
"Goodyera repens","164261"
"Grayia spinosa","46100"
"Grimmia longirostris","296922"
"Grindelia squarrosa","1114761"
"Grindelia subalpina","1114765"
"Gutierrezia sarothrae","199516"
"Gymnocarpium x brittonianum","1328771"
"Gymnocarpium disjunctum","1328790"
"Gymnocarpium dryopteris","32116"
"Gymnosteris parvula","96033"
"Gypsophila paniculata","235358"
"Gypsophila scorzonerifolia","1137866"
"Hackelia deflexa","764728"
"Hackelia floribunda","1213334"
"Hackelia micrantha","1212522"
"Halenia deflexa","161512"
"Halimolobos virgata","167686"
"Halogeton glomeratus","454499"
"Harbouria trachypleura","178675"
"Hedeoma drummondii","2042402"
"Hedysarum alpinum","57576"
"Hedysarum boreale","47035"
"Hedysarum occidentale","1641292"
"Hedysarum sulphurescens","1087214"
"Helianthella quinquenervis","53582"
"Helianthella uniflora","230213"
"Helianthus maximiliani","73297"
"Helianthus nuttallii","73302"
"Helianthus petiolaris","4234"
"Helianthus pumilus","73307"
"Helictotrichon mortonianum","391984"
"Heliomeris multiflora","191163"
"Heliotropium convolvulaceum","244097"
"Hesperochiron californicus","2042411"
"Hesperochiron pumilus","79357"
"Hesperostipa comata","487942"
"Hesperostipa curtiseta","487945"
"Hesperostipa neomexicana","523875"
"Hesperostipa spartea","523876"
"Heterocodon rariflorum","239447"
"Heterotheca fulcrata","71057"
"Heterotheca villosa","72941"
"Heuchera bracteata","1573202"
"Heuchera cylindrica","370361"
"Heuchera parvifolia","423497"
"Heuchera richardsonii","423499"
"Hieracium x floribundum","221186"
"Hieracium albiflorum","268040"
"Hieracium cynoglossoides","378957"
"Hieracium fendleri","378944"
"Hieracium gracile","378959"
"Hieracium kalmii","2520625"
"Hieracium praealtum","221207"
"Hieracium scouleri","378955"
"Hieracium umbellatum","268065"
"Hierochloe hirta","1301377"
"Hippuris vulgaris","39321"
"Holodiscus dumosus","32230"
"Hordeum brachyantherum","52712"
"Hordeum jubatum","4517"
"Hordeum vulgare","4513"
"Horkelia fusca","57923"
"Hornungia procumbens","153323"
"Hulsea algida","4252"
"Huperzia haleakalae","669709"
"Hydrophyllum capitatum","79360"
"Hydrophyllum fendleri","86854"
"Hymenopappus filifolius","176541"
"Hymenopappus tenuifolius","1552227"
"Hymenoxys hoopesii","128716"
"Hymenoxys richardsonii","2065901"
"Hyoscyamus niger","4079"
"Hypericum scouleri","1137023"
"Iliamna rivularis","139630"
"Ionactis alpina","1573928"
"Ipomoea leptophylla","89648"
"Ipomopsis aggregata","40742"
"Ipomopsis congesta","40730"
"Ipomopsis longiflora","493282"
"Ipomopsis polycladon","40743"
"Ipomopsis pumila","493296"
"Ipomopsis spicata","493301"
"Ipomopsis tenuituba","291697"
"Iris missouriensis","207932"
"Isatis tinctoria","161756"
"Isoetes bolanderi","264930"
"Isoetes occidentalis","1981229"
"Isoetes tenella","1981230"
"Iva axillaris","1873171"
"Ivesia gordonii","57925"
"Jamesia americana","152292"
"Juncus albescens","308399"
"Juncus alpinoarticulatus","253143"
"Juncus ambiguus","1155240"
"Juncus arcticus","253145"
"Juncus articulatus","223654"
"Juncus biglumis","253142"
"Juncus brevicaudatus","308410"
"Juncus castaneus","223660"
"Juncus compressus","223661"
"Juncus confusus","2071934"
"Juncus drummondii","253147"
"Juncus dudleyi","308393"
"Juncus ensifolius","223664"
"Juncus filiformis","253148"
"Juncus gerardii","223665"
"Juncus hallii","223666"
"Juncus interior","308392"
"Juncus longistylis","308386"
"Juncus mertensianus","1341681"
"Juncus nevadensis","223672"
"Juncus nodosus","308406"
"Juncus parryi","223675"
"Juncus regelii","336231"
"Juncus saximontanus","2071939"
"Juncus stygius","223679"
"Juncus tracyi","1981238"
"Juncus triglumis","223682"
"Juncus vaseyi","1981239"
"Juniperus horizontalis","669713"
"Juniperus osteosperma","114264"
"Juniperus scopulorum","466205"
"Kalmia microphylla","45900"
"Kelloggia galioides","60147"
"Kelseya uniflora","401071"
"Knautia arvensis","105271"
"Kobresia myosuroides","140873"
"Kobresia sibirica","140874"
"Kobresia simpliciuscula","46331"
"Koeleria macrantha","366481"
"Koenigia islandica","374741"
"Krascheninnikovia lanata","464023"
"Lactuca biennis","883013"
"Lactuca ludoviciana","1552228"
"Lactuca tatarica","75952"
"Lallemantia peltata","180014"
"Lappula cenchrusoides","1330302"
"Lappula occidentalis","1288202"
"Lappula squarrosa","203740"
"Larix occidentalis","3327"
"Lathrocasis tenerrima","40780"
"Lathyrus eucosmus","1276769"
"Lathyrus laetivirens","3090052"
"Lathyrus lanszwertii","313094"
"Lathyrus ochroleucus","1234501"
"Lathyrus polymorphus","1276791"
"Lavatera thuringiaca","61660"
"Lechea intermedia","1441988"
"Ledum glandulosum","1980289"
"Lemna gibba","4470"
"Lemna trisulca","161105"
"Lemna turionifera","161106"
"Lepidium alyssoides","359858"
"Lepidium latifolium","153343"
"Lepidium montanum","153349"
"Lepidium ramosissimum","537160"
"Lepidium sativum","33125"
"Leptosiphon nuttallii","64430"
"Leptosiphon septentrionalis","91557"
"Lesquerella alpina","3158742"
"Lesquerella ludoviciana","1789065"
"Leucanthemum lacustre","1155848"
"Leucocrinum montanum","59050"
"Leucopoa kingii","145847"
"Lewisia nevadensis","384560"
"Lewisia pygmaea","107589"
"Lewisia rediviva","146104"
"Lewisia triphylla","384565"
"Leymus ambiguus","363596"
"Leymus cinereus","86020"
"Leymus innovatus","435792"
"Leymus multicaulis","299427"
"Leymus racemosus","81418"
"Leymus salinus","89344"
"Leymus triticoides","86021"
"Liatris ligulistylis","983223"
"Liatris punctata","344074"
"Ligusticum canbyi","2065903"
"Ligusticum filicinum","2561885"
"Ligusticum porteri","54719"
"Ligusticum tenuifolium","2561886"
"Limosella aquatica","225023"
"Linanthus caespitosus","91532"
"Linanthus pungens","96035"
"Linanthus watsonii","96036"
"Linaria dalmatica","1071897"
"Linnaea borealis","77623"
"Linum kingii","586381"
"Linum lewisii","586382"
"Linum rigidum","2071483"
"Lipocarpha aristulata","1287958"
"Lipocarpha drummondii","1287961"
"Listera borealis","2071943"
"Listera caurina","2071944"
"Listera cordata","669720"
"Lithophragma glabrum","100313"
"Lithophragma parviflorum","100316"
"Lithophragma tenellum","100317"
"Lithospermum incisum","543573"
"Lithospermum multiflorum","219718"
"Lithospermum ruderale","650313"
"Lloydia serotina","59080"
"Lobularia maritima","226051"
"Loeflingia squarrosa","191451"
"Logfia arvensis","702219"
"Lolium persicum","89676"
"Lomatium ambiguum","206642"
"Lomatium attenuatum","1502532"
"Lomatium bicolor","178676"
"Lomatium cous","178678"
"Lomatium dissectum","63635"
"Lomatium foeniculaceum","178679"
"Lomatium graveolens","63636"
"Lomatium grayi","38651"
"Lomatium juniperinum","178682"
"Lomatium macrocarpum","178683"
"Lomatium nuttallii","63642"
"Lomatium orientale","178684"
"Lomatium simplex","2065905"
"Lomatium triternatum","63647"
"Lomatogonium rotatum","148625"
"Lonicera x bella","1037010"
"Lonicera x minutiflora","2972671"
"Lonicera caerulea","134520"
"Lonicera involucrata","134521"
"Lonicera morrowii","255350"
"Lonicera tatarica","447676"
"Lonicera utahensis","1981243"
"Lupinus argenteus","53216"
"Lupinus brevicaulis","377321"
"Lupinus burkei","1981244"
"Lupinus caespitosus","1871457"
"Lupinus caudatus","1209938"
"Lupinus depressus","2570662"
"Lupinus evermannii","3090125"
"Lupinus leucophyllus","61076"
"Lupinus minimus","61115"
"Lupinus monticola","3090149"
"Lupinus parviflorus","3089702"
"Lupinus plattensis","3090158"
"Lupinus prunophilus","3090161"
"Lupinus pusillus","61118"
"Lupinus sericeus","61075"
"Lupinus wyethii","319625"
"Luzula fastigiata","1981245"
"Luzula glabrata","223692"
"Luzula multiflora","178423"
"Luzula parviflora","46323"
"Luzula piperi","676070"
"Luzula spicata","223703"
"Lycopodium annotinum","13840"
"Lycopodium complanatum","34168"
"Lycopodium dendroideum","1539865"
"Lycopus asper","1720382"
"Lygodesmia grandiflora","231821"
"Lygodesmia juncea","231818"
"Lysichiton americanus","374417"
"Lysimachia thyrsiflora","174664"
"Lythrum salicaria","13129"
"Machaeranthera bigelovii","71065"
"Machaeranthera canescens","71067"
"Machaeranthera coloradoensis","71068"
"Machaeranthera grindelioides","196517"
"Machaeranthera pinnatifida","71075"
"Machaeranthera tanacetifolia","71078"
"Madia glomerata","2065911"
"Mahonia repens","559508"
"Maianthemum stellatum","191661"
"Malacothrix sonchoides","231804"
"Malacothrix torreyi","231806"
"Malcolmia africana","234454"
"Malva moschata","446345"
"Malva pusilla","96480"
"Malva sylvestris","145754"
"Malva verticillata","446348"
"Marsilea oligospora","388484"
"Marsilea vestita","59764"
"Matricaria discoidea","883867"
"Matricaria recutita","127986"
"Melica bulbosa","388685"
"Melica smithii","1550219"
"Melica spectabilis","2071947"
"Melica subulata","1497109"
"Mentzelia albicaulis","193483"
"Mentzelia decapetala","37834"
"Mentzelia dispersa","193485"
"Mentzelia laevicaulis","193489"
"Mentzelia montana","642101"
"Mentzelia multiflora","228052"
"Mentzelia nuda","193490"
"Mentzelia oligosperma","310867"
"Mentzelia pumila","873023"
"Mentzelia rusbyi","873025"
"Mentzelia sinuata","873028"
"Mentzelia speciosa","873029"
"Menyanthes trifoliata","28525"
"Menziesia ferruginea","187150"
"Mertensia alpina","1212524"
"Mertensia arizonica","1463734"
"Mertensia brevistyla","1463740"
"Mertensia ciliata","1288209"
"Mertensia humilis","1463755"
"Mertensia lanceolata","1288211"
"Mertensia oblongifolia","1212527"
"Microseris nutans","100768"
"Microsteris gracilis","40750"
"Mimulus breviflorus","270962"
"Mimulus breweri","270963"
"Mimulus floribundus","188303"
"Mimulus glabratus","270978"
"Mimulus guttatus","4155"
"Mimulus lewisii","69919"
"Mimulus moschatus","270993"
"Mimulus nanus","270994"
"Mimulus rubellus","271008"
"Mimulus suksdorfii","271013"
"Mimulus tilingii","4161"
"Mimulus washingtonensis","271019"
"Minuartia austromontana","2071491"
"Minuartia nuttallii","645203"
"Minuartia obtusiloba","2570658"
"Minuartia rubella","645205"
"Mirabilis hirsuta","427807"
"Mirabilis linearis","2038218"
"Mirabilis nyctaginea","46156"
"Mitella pentandra","40799"
"Mitella stauropetala","40800"
"Moehringia lateriflora","410645"
"Monarda pectinata","182385"
"Moneses uniflora","93817"
"Monolepis nuttalliana","240013"
"Montia chamissoi","313218"
"Montia linearis","313222"
"Muhlenbergia andina","946614"
"Muhlenbergia asperifolia","946618"
"Muhlenbergia cuspidata","946624"
"Muhlenbergia filiculmis","946631"
"Muhlenbergia filiformis","946632"
"Muhlenbergia glomerata","1878983"
"Muhlenbergia mexicana","946647"
"Muhlenbergia minutissima","798106"
"Muhlenbergia montana","110895"
"Muhlenbergia pungens","798112"
"Muhlenbergia racemosa","286512"
"Muhlenbergia richardsonis","65983"
"Muhlenbergia torreyi","751684"
"Munroa squarrosa","433894"
"Musineon divaricatum","178688"
"Musineon tenuifolium","178690"
"Musineon vaginatum","178691"
"Myosotis arvensis","192338"
"Myosotis asiatica","1245810"
"Myosotis stricta","192842"
"Myosotis sylvatica","192364"
"Myosurus apetalus","2071495"
"Myriophyllum quitense","208870"
"Myriophyllum sibiricum","24953"
"Nassella viridula","37681"
"Navarretia breweri","53755"
"Navarretia furnissii","1217271"
"Navarretia intertexta","40748"
"Navarretia leucocephala","53765"
"Navarretia saximontana","53774"
"Nemophila breviflora","1981246"
"Nemophila menziesii","79376"
"Neotorularia humilis","98020"
"Nepeta grandiflora","260608"
"Nepeta racemosa","54731"
"Nicotiana attenuata","49451"
"Noccaea fendleri","165377"
"Nothocalais cuspidata","231836"
"Nothocalais troximoides","184942"
"Oenothera albicaulis","238281"
"Oenothera caespitosa","238282"
"Oenothera canescens","238283"
"Oenothera coloradensis","2964562"
"Oenothera coronopifolia","337548"
"Oenothera elata","44456"
"Oenothera flava","238285"
"Oenothera howardii","2587775"
"Oenothera latifolia","337556"
"Oenothera macrocarpa","260701"
"Oenothera nuttallii","337558"
"Oenothera pallida","238294"
"Oenothera suffrutescens","260692"
"Onobrychis viciifolia","3882"
"Onopordum acanthium","92915"
"Oonopsis wardii","71084"
"Ophioglossum pusillum","208698"
"Opuntia fragilis","446151"
"Opuntia macrorhiza","1041245"
"Opuntia polyacantha","307728"
"Oreochrysum parryi","71086"
"Oreostemma alpigenum","72961"
"Oreoxis alpina","178695"
"Orobanche corymbosa","46065"
"Orobanche fasciculata","48537"
"Orobanche ludoviciana","48557"
"Orogenia linearifolia","2806833"
"Orthilia secunda","93819"
"Orthocarpus luteus","48553"
"Orthocarpus tenuifolius","374720"
"Orthocarpus tolmiei","428927"
"Oryzopsis asperifolia","796701"
"Osmorhiza berteroi","173854"
"Osmorhiza depauperata","109135"
"Osmorhiza occidentalis","54831"
"Oxalis albicans","2069409"
"Oxypolis fendleri","254048"
"Oxyria digyna","284366"
"Oxytheca dendroidea","1214419"
"Oxytropis besseyi","90231"
"Oxytropis borealis","395294"
"Oxytropis campestris","20803"
"Oxytropis deflexa","20804"
"Oxytropis lagopus","2071497"
"Oxytropis lambertii","20805"
"Oxytropis monticola","2071500"
"Oxytropis multiceps","90232"
"Oxytropis nana","1938217"
"Oxytropis parryi","1009564"
"Oxytropis podocarpa","883010"
"Oxytropis riparia","1938221"
"Oxytropis sericea","90234"
"Oxytropis splendens","90235"
"Packera cana","34225"
"Packera crocata","2913002"
"Packera debilis","3002929"
"Packera dimorphophylla","2913003"
"Packera fendleri","3002932"
"Packera indecora","34230"
"Packera multilobata","34235"
"Packera pauciflora","34239"
"Packera plattensis","1455566"
"Packera pseudaurea","34241"
"Packera streptanthifolia","34243"
"Packera subnuda","34228"
"Packera werneriifolia","2594943"
"Paeonia brownii","40702"
"Papaver radicatum","357475"
"Papaver somniferum","3469"
"Parnassia fimbriata","3797"
"Parnassia kotzebuei","395298"
"Parnassia palustris","38862"
"Paronychia depressa","157620"
"Paronychia jamesii","1137884"
"Paronychia pulvinata","1137887"
"Paronychia sessiliflora","1137889"
"Parrya nudicaulis","345538"
"Parthenium alpinum","2364189"
"Parthenocissus vitacea","416114"
"Pastinaca sativa","4041"
"Paxistima myrsinites","123441"
"Pectis angustifolia","1477633"
"Pectocarya penicillata","1213337"
"Pedicularis bracteosa","859810"
"Pedicularis contorta","315447"
"Pedicularis crenulata","1392141"
"Pedicularis cystopteridifolia","1392142"
"Pedicularis groenlandica","262426"
"Pedicularis oederi","326839"
"Pedicularis parryi","1392173"
